,host_response_time,host_response_rate,host_is_superhost,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,availability_30,number_of_reviews,instant_bookable,cancellation_policy,wifi,tv,ac,kitchen,hair_dryer,free_park
22238,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,130,4,10,49,0,2,1,1,1,1,1,0
22239,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,120,2,6,12,1,2,1,0,0,0,1,0
22240,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,2,16,12,0,1,1,1,1,1,0,0
22242,3,1.0,0,0,1,1,4,1.0,2.0,3.0,1,150,1,0,0,0,3,1,1,1,1,1,0
22243,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,69,1,9,9,1,3,1,1,1,1,1,0
22245,2,1.0,0,1,1,2,2,1.0,1.0,2.0,1,95,1,8,6,1,2,1,0,1,1,1,0
22247,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,50,3,0,53,0,1,1,1,0,1,0,0
22249,2,0.9,0,1,1,2,2,1.5,1.0,1.0,1,148,3,16,3,0,2,1,1,1,1,1,0
22250,3,0.69,0,1,1,2,2,1.0,1.0,1.0,1,55,30,30,0,0,2,1,0,1,1,1,0
22251,2,0.75,0,1,1,2,1,1.0,1.0,1.0,1,110,1,1,2,0,3,1,0,1,1,0,1
22252,2,1.0,1,1,1,2,2,1.0,1.0,1.0,1,99,2,15,49,0,1,1,0,1,1,0,0
22254,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,7,3,16,0,3,1,0,1,1,0,0
22255,2,1.0,0,1,1,1,3,1.0,0.0,1.0,1,130,1,2,136,0,1,1,1,1,0,0,0
22257,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,85,1,30,1,0,3,1,1,1,1,1,0
22258,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,100,1,1,2,1,1,1,1,1,1,0,0
22259,3,1.0,1,1,1,2,2,1.0,1.0,1.0,1,90,2,8,9,0,1,1,1,1,1,0,0
22260,2,1.0,0,1,1,1,3,1.0,1.0,1.0,1,89,2,0,10,0,1,1,1,1,1,0,0
22261,1,0.9,0,1,1,1,4,1.0,1.0,2.0,1,140,1,4,220,1,2,1,1,1,1,1,0
22263,1,1.0,0,1,1,1,3,1.0,1.0,2.0,1,170,4,4,9,1,3,1,1,1,1,0,1
22264,4,0.29,0,1,1,2,1,1.0,1.0,1.0,1,58,5,29,39,0,1,1,0,1,1,0,0
22266,1,0.9,0,1,1,1,7,1.5,3.0,4.0,1,250,3,6,29,1,2,1,1,1,1,1,1
22268,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,100,3,5,0,1,2,1,1,1,0,1,0
22269,1,1.0,0,0,1,1,6,1.0,2.0,4.0,1,100,3,5,28,1,2,1,1,1,1,1,0
22270,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,112,2,20,0,0,2,1,1,1,0,0,0
22271,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,5,30,2,0,2,1,1,1,1,0,1
22272,1,1.0,0,1,1,3,2,1.0,1.0,1.0,2,80,3,25,32,0,2,1,0,1,0,0,0
22274,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,100,1,0,0,0,3,1,1,1,1,0,0
22275,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,70,2,2,33,0,3,1,0,1,1,0,0
22276,1,1.0,0,0,1,1,5,1.0,3.0,2.0,1,125,1,0,3,0,3,1,1,1,1,1,0
22277,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,125,1,1,21,0,3,1,1,1,1,0,0
22278,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,1,0,7,0,2,1,1,0,1,1,0
22279,1,1.0,0,1,1,2,3,1.0,1.0,1.0,1,63,1,8,111,1,1,1,0,0,1,0,0
22280,2,1.0,0,1,1,1,2,1.0,0.0,1.0,1,98,3,0,4,0,2,1,1,0,1,1,0
22281,3,1.0,1,1,1,2,1,1.0,1.0,1.0,1,65,4,13,48,0,2,1,1,0,1,1,0
22282,1,1.0,0,1,1,1,5,1.0,2.0,2.0,1,160,1,6,166,0,1,1,1,1,1,1,0
22285,2,0.91,0,1,1,2,3,1.0,1.0,1.0,1,75,1,3,45,0,2,1,0,1,0,1,0
22286,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,83,3,0,0,0,2,1,1,1,1,1,0
22287,3,1.0,1,1,1,1,4,1.0,1.0,2.0,1,175,2,3,17,0,2,1,1,1,1,0,0
22288,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,52,1,3,1,1,3,1,1,1,1,0,0
22290,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,74,14,10,25,1,2,1,0,1,1,0,0
22291,1,1.0,0,0,1,2,2,1.0,2.0,1.0,1,65,3,24,4,0,1,1,1,1,1,1,0
22293,1,1.0,0,0,1,2,3,1.0,1.0,3.0,1,51,1,14,112,1,2,1,1,1,1,1,0
22294,2,1.0,0,0,1,2,2,1.0,1.0,1.0,1,85,1,15,19,0,2,1,1,1,1,1,0
22295,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,98,5,1,35,0,2,1,0,1,1,1,0
22296,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,95,30,19,6,0,2,1,1,1,1,1,0
22299,2,1.0,1,1,1,1,4,1.0,1.0,1.0,1,175,4,5,24,0,2,1,0,0,1,1,0
22300,1,1.0,0,1,1,2,4,1.0,1.0,3.0,1,75,1,0,53,0,2,1,1,1,1,0,0
22301,2,1.0,0,1,1,1,4,1.0,1.0,2.0,1,200,5,0,4,0,2,1,1,1,1,1,1
22304,3,1.0,0,1,1,1,2,1.0,1.0,1.0,1,105,2,0,2,0,2,1,1,1,1,1,1
22306,1,0.9,0,0,1,1,2,1.0,1.0,1.0,1,139,30,0,23,0,1,1,1,0,1,1,0
22307,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,2,3,25,1,2,1,1,1,1,1,0
22309,2,1.0,1,1,1,2,2,1.0,1.0,1.0,1,85,2,0,22,0,1,1,1,0,1,0,0
22310,1,1.0,0,1,1,2,4,1.0,1.0,3.0,1,75,1,0,3,1,1,1,1,0,1,0,0
22311,3,1.0,0,0,1,2,3,1.0,1.0,2.0,1,115,3,2,12,1,2,1,0,1,1,0,0
22314,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,35,3,15,5,0,2,1,0,1,1,0,0
22315,2,0.9,0,1,1,1,3,1.0,1.0,1.0,1,125,3,10,13,0,1,1,1,0,1,0,0
22318,2,1.0,0,1,1,1,2,1.0,0.0,1.0,1,110,2,0,20,0,2,1,1,1,1,1,0
22319,2,1.0,0,0,1,1,2,1.0,2.0,1.0,1,199,3,1,7,0,2,1,1,1,1,1,1
22320,1,0.88,1,1,1,2,2,1.5,1.0,1.0,1,95,3,16,15,1,2,1,1,1,1,1,0
22321,2,1.0,1,1,1,1,5,1.0,1.0,3.0,1,256,3,4,85,0,1,1,1,1,1,1,0
22322,1,1.0,0,1,1,2,3,1.0,1.0,1.0,1,87,1,5,74,1,3,1,1,1,1,1,0
22324,1,1.0,0,1,1,2,3,2.0,1.0,2.0,1,60,1,3,332,1,2,1,0,1,1,1,1
22325,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,75,1,9,75,1,3,0,1,1,0,1,0
22326,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,58,2,5,4,1,2,1,1,0,1,0,0
22327,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,30,2,2,166,0,2,1,1,1,1,0,0
22328,1,1.0,1,1,1,2,2,1.0,1.0,2.0,1,100,2,10,75,0,2,1,0,1,1,1,0
22329,2,1.0,0,1,1,2,3,1.0,1.0,2.0,1,77,3,6,55,1,2,1,1,1,1,0,0
22331,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,49,1,0,11,0,1,1,0,1,1,1,0
22332,1,1.0,0,1,1,2,3,1.0,1.0,2.0,1,75,1,22,24,1,1,1,0,1,1,1,1
22333,2,1.0,0,1,1,1,4,1.0,1.0,2.0,1,165,3,1,6,0,1,1,1,1,1,1,0
22334,1,1.0,1,1,1,2,3,1.0,1.0,1.0,1,150,2,25,9,0,2,1,1,1,0,0,0
22335,2,1.0,0,0,1,2,6,1.0,1.0,4.0,1,120,1,4,58,0,1,1,0,1,1,1,0
22336,1,1.0,0,1,1,2,5,1.0,1.0,3.0,1,140,3,29,0,0,2,1,0,1,1,1,0
22337,1,1.0,1,1,1,2,1,0.0,1.0,1.0,1,95,2,0,11,0,2,1,1,1,1,0,0
22338,2,0.9,0,1,1,2,2,1.0,1.0,2.0,1,60,1,14,159,0,2,1,1,1,0,0,0
22339,1,1.0,0,1,1,1,2,1.0,0.0,2.0,1,139,3,0,36,1,3,1,1,1,1,0,0
22340,1,1.0,0,1,1,2,2,1.0,2.0,1.0,1,49,2,2,67,1,2,1,0,1,1,1,0
22341,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,125,2,3,17,1,1,1,1,1,1,1,0
22342,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,125,3,16,15,1,3,1,1,1,1,1,0
22345,3,0.63,0,1,1,1,3,1.0,1.0,2.0,1,80,2,0,1,0,3,1,1,1,1,0,0
22347,1,1.0,0,1,1,2,2,1.0,1.0,3.0,1,183,3,26,2,0,2,1,0,1,1,1,0
22348,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,65,2,5,113,0,2,1,1,1,1,1,0
22350,1,1.0,0,1,1,1,8,1.0,0.0,1.0,1,850,1,28,0,0,3,1,1,1,1,0,0
22351,2,1.0,1,0,1,1,2,1.0,1.0,1.0,1,170,2,0,20,0,2,1,1,1,1,1,0
22352,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,50,1,0,2,1,3,1,0,0,1,1,0
22355,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,32,180,29,1,0,2,1,0,0,1,1,0
22356,3,1.0,1,1,1,2,2,1.0,1.0,1.0,1,65,2,16,44,0,1,1,1,1,1,0,0
22357,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,80,3,0,10,1,1,1,1,0,1,1,0
22359,4,0.0,0,1,1,1,2,1.0,1.0,2.0,1,140,5,29,0,0,3,1,0,0,1,0,0
22360,3,1.0,0,1,1,1,6,2.0,3.0,5.0,1,425,5,13,7,0,2,1,1,1,1,0,0
22361,2,1.0,0,0,1,2,1,1.0,1.0,1.0,1,50,1,0,0,0,1,1,1,1,1,0,0
22362,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,1,0,0,0,3,1,1,1,1,0,0
22363,1,1.0,0,1,1,1,3,1.0,1.0,2.0,1,120,4,1,2,0,2,1,1,1,1,0,0
22364,1,1.0,0,1,1,2,3,1.0,1.0,2.0,1,69,5,22,35,0,2,1,1,1,1,1,0
22365,3,1.0,0,1,1,2,5,1.0,2.0,2.0,1,150,3,0,0,0,2,1,0,1,1,1,0
22366,1,1.0,0,0,1,2,3,1.0,1.0,1.0,1,69,2,7,162,0,2,1,1,1,1,0,0
22367,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,75,2,7,26,1,2,1,0,0,0,1,0
22368,2,1.0,0,1,3,2,1,1.5,1.0,1.0,1,175,5,0,18,0,1,1,0,1,1,1,0
22370,4,0.5,0,1,1,1,2,1.0,0.0,2.0,1,65,3,2,74,0,2,1,1,1,1,1,0
22372,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,79,2,7,3,1,2,1,1,1,1,1,0
22374,2,1.0,1,1,1,1,3,1.0,0.0,1.0,1,90,2,3,23,0,2,1,0,1,1,0,0
22375,1,1.0,1,1,1,2,3,1.0,1.0,2.0,1,105,1,18,58,1,2,1,0,1,1,1,1
22377,2,1.0,0,1,1,2,2,1.5,1.0,1.0,1,55,1,0,1,0,1,1,1,0,1,0,0
22381,2,1.0,0,1,1,1,6,1.0,1.0,3.0,1,153,1,19,25,0,2,1,0,1,1,0,0
22382,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,155,1,4,3,1,1,1,1,1,1,1,0
22383,2,1.0,0,1,1,1,4,1.0,2.0,2.0,1,100,3,0,3,0,1,1,0,1,1,1,0
22384,2,1.0,0,1,1,1,4,1.0,1.0,3.0,1,129,1,0,70,1,2,1,1,1,1,1,0
22385,3,1.0,0,1,1,1,2,1.0,1.0,1.0,1,150,2,1,1,0,2,1,1,1,1,1,0
22386,1,1.0,1,1,1,3,1,1.0,1.0,1.0,2,65,2,16,44,0,2,1,1,1,1,1,0
22387,1,1.0,0,1,1,1,4,1.0,1.0,3.0,1,170,4,0,0,0,2,1,1,1,1,1,0
22389,1,1.0,0,1,1,2,2,1.5,1.0,1.0,2,99,10,23,45,0,2,1,1,1,1,0,0
22390,3,0.9,0,1,1,1,4,1.0,2.0,2.0,1,140,1,0,38,0,2,1,1,1,1,0,0
22391,2,1.0,0,1,1,1,2,1.0,0.0,2.0,1,110,3,0,1,0,2,1,0,1,1,0,0
22393,1,1.0,1,0,1,2,2,1.0,1.0,1.0,1,59,2,0,37,1,3,1,1,1,1,0,0
22394,3,0.5,0,1,1,1,4,1.0,1.0,2.0,1,100,1,20,21,0,2,1,1,1,1,0,0
22395,1,1.0,1,1,1,2,2,2.0,1.0,1.0,1,69,3,4,53,1,3,1,1,1,1,1,0
22397,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,60,2,11,15,1,2,1,1,1,0,1,0
22398,2,1.0,0,1,1,1,4,1.0,2.0,3.0,1,150,1,0,2,0,1,1,1,1,1,0,1
22399,3,1.0,0,1,1,3,1,1.0,1.0,1.0,1,35,2,0,14,0,3,1,0,1,1,0,0
22400,3,0.8,0,0,1,2,2,1.0,1.0,1.0,2,74,4,23,2,0,2,1,0,0,1,0,0
22401,3,0.75,0,1,1,2,1,1.0,1.0,1.0,1,50,2,0,2,0,1,1,1,1,1,0,0
22402,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,60,2,11,48,0,3,1,0,0,1,1,0
22404,3,1.0,0,1,1,1,4,1.0,1.0,2.0,1,150,3,0,4,0,2,1,1,1,1,1,0
22406,1,1.0,0,1,1,2,3,1.0,1.0,1.0,1,58,1,8,106,1,1,1,0,1,1,0,0
22408,2,1.0,1,1,1,2,2,0.5,1.0,1.0,2,55,4,0,93,0,1,1,0,0,1,0,0
22409,2,1.0,0,1,1,1,4,1.0,1.0,2.0,1,150,2,0,22,0,1,1,1,1,1,1,0
22410,1,0.99,0,1,1,2,4,1.0,1.0,2.0,1,55,1,17,44,1,2,1,0,1,1,1,0
22412,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,59,2,22,3,1,2,0,1,1,0,0,0
22413,2,1.0,0,1,1,2,2,2.0,1.0,1.0,1,50,20,0,5,0,2,1,1,1,1,0,0
22414,4,0.0,0,1,1,1,4,2.0,2.0,2.0,1,370,5,0,9,0,2,1,0,1,1,1,0
22415,1,1.0,0,1,1,2,1,1.0,2.0,1.0,1,58,2,1,4,0,3,1,0,1,1,1,0
22416,2,0.9,0,1,1,1,9,3.0,3.0,7.0,1,325,4,10,36,0,1,1,1,1,1,1,0
22417,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,60,10,30,10,0,3,1,0,1,1,0,0
22419,1,1.0,1,0,1,3,2,1.0,1.0,2.0,1,62,1,24,39,0,1,1,1,0,1,0,0
22421,1,1.0,0,0,1,2,4,2.0,1.0,1.0,1,60,1,1,30,0,2,1,1,1,1,1,1
22423,1,1.0,0,1,1,2,4,1.0,1.0,3.0,1,73,2,21,11,0,2,1,0,1,1,0,0
22425,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,55,2,0,12,0,3,1,1,1,1,1,0
22427,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,99,2,19,9,0,2,1,1,1,1,1,0
22429,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,80,3,30,0,0,3,1,1,1,1,0,0
22430,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,70,2,13,29,1,2,1,0,1,1,1,0
22431,4,0.3,0,1,1,1,2,1.0,0.0,1.0,1,65,2,4,16,0,3,1,0,0,1,1,0
22432,2,0.8,0,1,1,2,2,1.0,1.0,1.0,1,993,3,2,78,0,2,1,1,1,1,0,0
22433,2,0.9,0,1,1,1,5,1.0,1.0,3.0,1,131,3,8,5,0,1,1,1,1,1,1,0
22434,2,1.0,1,0,1,1,2,1.0,1.0,1.0,1,90,10,4,0,0,3,1,1,0,1,0,0
22435,3,0.88,0,0,1,2,2,1.0,1.0,1.0,1,79,1,26,2,0,2,1,0,0,1,1,1
22436,2,1.0,1,0,1,2,2,1.0,1.0,1.0,1,75,2,12,85,0,2,1,0,1,1,0,0
22437,2,1.0,0,1,1,2,1,1.0,0.0,1.0,1,65,5,20,30,0,1,1,1,1,1,1,0
22438,1,1.0,0,0,1,1,2,1.0,1.0,2.0,1,85,1,0,35,1,3,1,1,1,1,0,0
22439,3,0.88,0,1,1,2,2,1.0,1.0,1.0,1,69,1,24,17,0,2,1,0,0,1,1,1
22440,2,0.79,0,1,1,2,2,1.0,1.0,1.0,1,97,1,6,23,1,1,1,1,1,1,1,0
22441,3,0.8,0,1,1,1,4,1.0,2.0,2.0,1,77,30,17,5,0,2,1,0,1,1,0,0
22443,1,1.0,0,0,1,2,1,2.0,1.0,1.0,1,72,2,5,7,1,2,1,0,1,1,1,0
22444,1,1.0,1,1,1,2,3,1.0,1.0,2.0,1,95,2,21,19,1,2,1,1,1,1,1,0
22445,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,80,3,0,2,0,2,1,0,1,1,0,0
22446,1,1.0,0,1,1,2,2,1.5,1.0,1.0,1,60,1,1,31,0,1,1,0,0,1,1,0
22447,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,1,0,6,0,2,1,0,1,1,0,1
22449,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,150,2,0,8,0,2,1,1,1,1,1,0
22452,1,1.0,0,1,1,1,7,2.0,2.0,7.0,1,225,4,1,5,0,1,1,1,1,1,1,0
22454,3,0.9,0,1,1,1,3,1.0,1.0,1.0,1,93,2,5,2,0,3,1,0,1,1,0,0
22455,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,59,5,0,0,1,1,1,0,0,0,0,0
22456,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,3,0,1,0,3,1,0,1,0,0,0
22457,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,57,20,0,3,0,3,1,0,1,1,0,0
22458,1,1.0,0,0,1,3,5,1.0,1.0,3.0,1,49,2,13,27,0,2,1,0,1,1,1,0
22459,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,7,0,1,0,1,1,0,1,1,0,0
22460,2,0.9,0,0,1,2,1,1.5,1.0,1.0,1,80,3,28,4,0,1,1,1,1,1,0,0
22461,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,79,5,0,0,0,2,1,1,1,1,1,0
22462,1,1.0,0,1,1,1,4,1.0,2.0,2.0,1,200,3,4,4,1,3,1,1,1,1,1,0
22463,2,1.0,0,1,1,3,1,1.0,1.0,1.0,1,66,2,8,95,0,1,1,0,1,1,0,0
22464,1,1.0,0,1,1,1,5,1.0,1.0,3.0,1,120,1,0,56,1,3,1,1,1,1,1,0
22466,2,1.0,0,1,1,1,3,1.0,2.0,2.0,1,70,1,0,5,0,2,1,1,1,1,1,0
22468,2,1.0,0,0,1,2,2,1.0,1.0,1.0,2,80,1,26,3,0,2,1,0,0,1,0,0
22470,1,1.0,0,0,1,1,2,1.0,0.0,1.0,1,105,2,13,4,0,2,1,0,1,1,1,0
22471,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,46,3,16,30,0,2,1,0,0,1,0,1
22472,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,70,3,7,69,0,2,1,0,1,0,1,0
22473,1,1.0,1,0,1,1,4,1.0,2.0,2.0,1,145,2,0,18,1,2,1,1,1,1,1,1
22474,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,87,3,3,0,0,1,1,0,1,1,0,0
22475,1,1.0,1,0,1,3,2,1.0,1.0,1.0,2,49,2,2,65,1,1,1,1,1,1,1,0
22476,2,1.0,0,1,1,1,4,1.0,1.0,2.0,1,215,3,5,22,0,2,1,0,1,1,0,0
22477,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,90,1,21,0,1,2,1,1,1,1,0,0
22478,1,1.0,0,1,1,1,6,1.0,1.0,3.0,1,145,4,5,79,0,2,1,0,1,1,1,0
22479,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,46,1,0,2,0,2,1,0,1,1,0,0
22480,1,1.0,0,1,1,2,3,1.0,1.0,3.0,1,225,2,25,5,1,3,1,0,1,1,1,0
22484,3,0.9,0,1,1,2,2,1.0,1.0,1.0,1,70,1,7,119,0,2,1,0,1,1,1,0
22485,1,1.0,0,1,1,1,7,2.0,2.0,3.0,1,135,1,15,68,1,2,1,0,1,1,1,0
22486,1,1.0,0,1,1,1,8,1.0,2.0,5.0,1,249,3,3,52,1,2,1,1,1,1,1,0
22487,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,53,2,0,19,0,2,1,1,1,1,0,0
22488,2,1.0,0,0,1,1,5,1.0,3.0,3.0,1,250,1,7,0,1,3,1,1,1,1,1,1
22489,3,0.5,0,1,1,1,5,1.0,2.0,3.0,1,152,3,0,5,0,2,1,1,1,1,0,0
22490,3,0.67,0,1,1,2,2,1.0,1.0,1.0,1,95,1,0,2,0,3,1,0,1,1,0,0
22492,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,72,2,0,12,0,2,1,1,1,1,1,1
22493,2,1.0,0,1,1,1,8,1.0,3.0,4.0,1,150,3,0,1,0,3,1,0,1,1,0,0
22494,3,1.0,1,1,1,2,2,1.0,1.0,1.0,1,90,1,8,19,0,3,1,1,1,1,1,1
22495,2,1.0,0,1,1,2,2,1.5,1.0,1.0,1,90,3,0,4,0,1,1,1,1,1,1,0
22496,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,150,1,3,21,0,2,1,0,1,1,1,0
22497,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,50,3,4,1,1,3,1,0,0,1,1,0
22498,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,85,2,14,168,1,2,1,1,1,1,1,0
22499,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,98,2,8,97,1,1,1,0,1,0,1,0
22500,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,100,3,0,4,0,2,1,1,1,1,0,0
22501,1,1.0,1,1,1,1,2,1.0,2.0,1.0,1,76,10,1,13,0,1,1,0,1,1,0,0
22502,2,1.0,0,1,1,2,2,1.0,1.0,2.0,1,59,4,0,13,0,1,1,0,1,1,0,0
22504,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,74,1,10,54,1,2,1,1,1,1,0,0
22505,1,1.0,0,0,1,1,2,1.0,1.0,1.0,1,100,6,5,15,1,1,1,1,1,1,1,0
22506,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,75,1,0,1,0,3,1,1,1,1,1,0
22507,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,88,2,2,109,0,2,1,0,1,0,1,0
22508,2,0.95,0,1,1,2,1,1.0,1.0,1.0,1,70,1,30,28,0,1,1,0,0,1,0,0
22511,3,1.0,0,0,1,2,2,1.0,1.0,1.0,1,225,1,30,1,0,3,1,1,1,1,0,0
22512,3,1.0,0,1,1,3,2,1.0,1.0,1.0,1,68,1,26,2,0,3,0,0,0,1,1,0
22514,2,0.9,0,1,1,2,2,1.0,1.0,1.0,1,69,3,10,91,1,1,1,1,1,1,1,0
22515,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,102,2,0,4,0,3,1,1,1,1,0,0
22517,3,1.0,0,1,1,1,2,1.0,0.0,1.0,1,100,1,0,4,0,1,1,1,1,1,0,0
22518,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,125,2,0,8,0,2,1,1,1,1,0,0
22519,1,0.9,0,1,1,2,2,1.0,1.0,1.0,1,65,1,6,9,1,2,1,1,1,0,1,0
22520,2,0.9,0,1,1,2,2,1.0,1.0,1.0,1,120,1,23,26,0,3,1,0,1,1,1,0
22521,3,0.9,0,1,1,1,6,1.0,2.0,3.0,1,175,3,6,89,0,1,1,1,1,1,1,0
22525,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,100,1,12,16,0,1,1,1,1,1,1,1
22526,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,4,1,57,0,1,1,0,1,0,1,0
22527,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,105,2,9,157,1,2,1,0,1,1,1,0
22528,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,66,2,5,15,0,2,1,1,1,1,1,0
22530,3,1.0,0,1,1,1,4,1.0,2.0,2.0,1,120,2,1,13,0,2,1,1,1,1,1,1
22531,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,1,0,8,1,1,1,0,1,1,1,0
22533,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,3,2,31,0,1,1,0,1,0,1,0
22535,3,1.0,0,0,1,2,2,1.0,1.0,1.0,1,75,2,0,3,0,2,1,0,0,1,1,0
22536,1,1.0,0,0,1,1,4,1.0,1.0,2.0,1,155,2,8,4,0,2,1,1,1,1,1,0
22537,3,1.0,0,0,1,1,3,1.0,1.0,1.0,1,102,4,0,18,0,1,1,1,1,1,1,0
22538,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,150,1,0,28,1,1,1,1,1,1,0,0
22539,1,1.0,0,1,1,2,1,1.0,2.0,1.0,1,43,1,0,4,1,3,1,1,0,1,0,0
22540,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,45,1,0,4,1,2,1,1,1,1,1,0
22542,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,59,2,2,33,0,2,1,0,0,0,1,0
22543,3,1.0,1,1,1,2,2,1.0,1.0,1.0,1,90,2,8,49,0,1,1,0,1,1,1,0
22544,1,1.0,0,1,1,1,2,1.0,1.0,2.0,1,72,1,0,3,1,3,1,1,1,0,0,0
22546,3,1.0,1,1,1,2,1,1.0,1.0,1.0,2,75,1,18,3,0,1,1,1,1,1,0,0
22547,1,1.0,0,1,1,1,4,1.0,0.0,2.0,1,150,3,9,146,0,2,1,1,1,1,1,0
22551,1,1.0,0,1,1,2,3,1.0,0.0,3.0,1,150,2,23,2,0,2,1,1,1,0,1,0
22552,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,49,15,0,7,0,2,1,0,0,1,0,0
22553,3,1.0,0,1,1,2,1,2.0,1.0,1.0,1,35,21,8,0,0,3,1,0,1,1,0,0
22556,1,1.0,0,1,1,2,2,1.0,0.0,1.0,1,150,2,24,0,0,3,1,1,1,0,1,0
22557,2,1.0,0,1,1,1,2,1.0,1.0,2.0,1,113,7,5,30,0,1,1,0,1,1,1,0
22559,2,1.0,0,1,3,1,3,1.0,2.0,3.0,1,125,2,3,44,0,2,1,0,1,1,1,0
22560,1,1.0,0,1,1,2,2,1.0,0.0,1.0,1,300,2,23,0,0,3,1,1,1,0,1,0
22562,3,0.8,1,1,1,2,2,1.0,1.0,1.0,1,80,2,0,115,0,2,1,1,0,1,0,0
22564,1,1.0,0,1,1,1,3,1.0,2.0,2.0,1,130,2,2,2,0,2,1,0,1,1,1,0
22566,1,1.0,1,1,1,2,4,1.0,2.0,2.0,1,200,2,25,1,1,2,1,1,1,1,1,0
22568,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,60,3,0,4,0,2,1,1,0,1,1,0
